id,userid,itemid,rating
20140,134,57,1.90
20141,134,58,4.20
20142,134,59,0.70
20143,134,60,3.30
20144,134,61,1.70
20145,134,62,4.60
20146,134,63,0.50
20147,134,64,3.80
20148,134,65,4.30
20149,134,66,3.40
20150,134,67,3.50
20151,134,68,2.50
20152,134,69,2.90
20153,134,70,4.00
20154,134,71,4.30
20155,134,72,3.50
20156,134,73,0.90
20157,134,74,1.10
20158,134,75,1.70
20159,134,76,1.10
20160,134,77,4.30
20161,134,78,2.60
20162,134,79,2.90
20163,134,80,4.40
20164,134,81,1.80
20165,134,82,2.60
20166,134,83,3.70
20167,134,84,1.50
20168,134,85,1.50
20169,134,86,0.60
20170,134,87,4.20
20171,134,88,4.80
20172,134,89,3.80
20173,134,90,3.00
20174,134,91,1.40
20175,134,92,0.60
20176,134,93,1.90
20177,134,94,2.10
20178,134,95,0.50
20179,134,96,3.30
20180,134,97,3.40
20181,134,98,1.30
20182,134,99,4.80
20183,134,100,0.50
20184,134,101,1.80
20185,134,102,1.20
20186,134,103,0.90
20187,134,104,4.00
20188,134,105,1.90
20189,134,106,3.90
20190,134,107,4.70
20191,134,108,2.00
20192,134,109,0.70
20193,134,110,0.70
20194,134,111,0.90
20195,134,112,3.70
20196,134,113,2.50
20197,134,114,3.70
20198,134,115,0.00
20199,134,116,3.40
20200,134,117,0.70
20201,134,118,3.70
20202,134,119,1.10
20203,134,120,3.60
20204,134,121,2.40
20205,134,122,4.20
20206,134,123,1.00
20207,134,124,4.10
20208,134,125,2.40
20209,134,126,4.40
20210,134,127,3.00
20211,134,128,1.50
20212,134,129,0.60
20213,134,130,2.90
20214,134,131,2.30
20215,134,132,3.10
20216,134,133,0.70
20217,134,134,1.40
20218,134,120,3.50
20219,134,136,2.20
20220,134,137,2.60
20221,134,138,0.90
20222,134,139,4.40
20223,134,140,3.20
20224,134,141,0.30
20225,134,142,2.90
20226,134,143,1.20
20227,134,144,3.10
20228,134,145,1.50
20229,134,146,4.40
20230,134,147,0.00
20231,134,148,4.20
20232,134,149,2.20
20233,134,150,3.40
20234,134,151,2.70
20235,135,1,2.30
20236,135,2,1.00
20237,135,3,4.40
20238,135,4,0.90
20239,135,5,3.90
20240,135,6,2.80
20241,135,7,0.70
20242,135,8,4.30
20243,135,9,4.90
20244,135,10,0.60
20245,135,11,1.20
20246,135,12,5.00
20247,135,13,2.10
20248,135,14,4.60
20249,135,15,2.80
20250,135,16,0.00
20251,135,17,2.10
20252,135,18,4.30
20253,135,19,3.20
20254,135,20,2.10
20255,135,21,3.70
20256,135,22,3.00
20257,135,23,2.90
20258,135,24,3.70
20259,135,25,1.90
20260,135,26,0.20
20261,135,27,3.90
20262,135,28,3.80
20263,135,29,3.60
20264,135,30,4.90
20265,135,31,4.80
20266,135,32,4.30
20267,135,33,2.30
20268,135,34,1.70
20269,135,35,4.70
20270,135,36,0.60
20271,135,37,3.40
20272,135,38,1.90
20273,135,39,2.20
20274,135,40,2.90
20275,135,41,3.90
20276,135,42,3.20
20277,135,43,3.30
20278,135,44,2.00
20279,135,45,3.20
20280,135,46,0.80
20281,135,47,3.90
20282,135,48,0.30
20283,135,49,1.30
20284,135,50,4.50
20285,135,51,4.70
20286,135,52,2.80
20287,135,53,1.80
20288,135,54,2.00
20289,135,55,0.30
20290,135,56,4.80
20291,135,57,0.40
20292,135,58,4.20
20293,135,59,1.70
20294,135,60,1.40
20295,135,61,1.20
20296,135,62,0.80
20297,135,63,4.90
20298,135,64,1.50
20299,135,65,1.10
20300,135,66,3.60
20301,135,67,2.70
20302,135,68,2.20
20303,135,69,1.40
20304,135,70,4.50
20305,135,71,0.20
20306,135,72,0.90
20307,135,73,2.80
20308,135,74,3.90
20309,135,75,3.10
20310,135,76,0.10
20311,135,77,3.10
20312,135,78,3.80
20313,135,79,2.60
20314,135,80,0.40
20315,135,81,1.10
20316,135,82,1.40
20317,135,83,0.40
20318,135,84,0.90
20319,135,85,2.80
20320,135,86,2.20
20321,135,87,3.70
20322,135,88,3.70
20323,135,89,0.50
20324,135,90,4.90
20325,135,91,1.10
20326,135,92,0.70
20327,135,93,4.50
20328,135,94,0.90
20329,135,95,1.60
20330,135,96,4.20
20331,135,97,2.80
20332,135,98,2.70
20333,135,99,1.70
20334,135,100,1.50
20335,135,101,0.50
20336,135,102,0.20
20337,135,103,4.40
20338,135,104,0.50
20339,135,105,5.00
20340,135,106,1.80
20341,135,107,0.70
20342,135,108,1.80
20343,135,109,3.40
20344,135,110,1.50
20345,135,111,4.20
20346,135,112,2.10
20347,135,113,2.70
20348,135,114,3.90
20349,135,115,0.60
20350,135,116,1.70
20351,135,117,2.70
20352,135,118,3.80
20353,135,119,0.50
20354,135,120,0.60
20355,135,121,1.80
20356,135,122,2.30
20357,135,123,3.90
20358,135,124,1.80
20359,135,125,2.70
20360,135,126,1.90
20361,135,127,3.30
20362,135,128,2.90
20363,135,129,0.30
20364,135,130,2.30
20365,135,131,0.50
20366,135,132,4.90
20367,135,133,1.60
20368,135,134,2.70
20369,135,120,3.70
20370,135,136,3.40
20371,135,137,0.80
20372,135,138,2.70
20373,135,139,2.60
20374,135,140,1.10
20375,135,141,0.10
20376,135,142,2.90
20377,135,143,3.10
20378,135,144,4.70
20379,135,145,4.80
20380,135,146,2.90
20381,135,147,1.70
20382,135,148,3.60
20383,135,149,3.50
20384,135,150,3.00
20385,135,151,2.60
20386,136,1,0.80
20387,136,2,4.70
20388,136,3,4.40
20389,136,4,1.60
20390,136,5,2.60
20391,136,6,2.60
20392,136,7,4.70
20393,136,8,0.50
20394,136,9,5.00
20395,136,10,2.70
20396,136,11,0.30
20397,136,12,4.80
20398,136,13,2.80
20399,136,14,4.30
20400,136,15,1.10
20401,136,16,2.30
20402,136,17,4.80
20403,136,18,0.50
20404,136,19,4.40
20405,136,20,3.30
20406,136,21,4.10
20407,136,22,4.70
20408,136,23,1.60
20409,136,24,3.80
20410,136,25,2.30
20411,136,26,2.20
20412,136,27,4.00
20413,136,28,3.00
20414,136,29,2.50
20415,136,30,4.30
20416,136,31,3.60
20417,136,32,3.40
20418,136,33,4.90
20419,136,34,4.40
20420,136,35,2.60
20421,136,36,2.40
20422,136,37,0.50
20423,136,38,5.00
20424,136,39,3.30
20425,136,40,2.50
20426,136,41,3.50
20427,136,42,0.20
20428,136,43,2.50
20429,136,44,4.70
20430,136,45,4.40
20431,136,46,4.20
20432,136,47,1.70
20433,136,48,2.40
20434,136,49,0.00
20435,136,50,4.30
20436,136,51,2.40
20437,136,52,3.00
20438,136,53,1.60
20439,136,54,1.70
20440,136,55,1.10
20441,136,56,4.10
20442,136,57,2.80
20443,136,58,0.70
20444,136,59,1.60
20445,136,60,0.10
20446,136,61,2.20
20447,136,62,4.40
20448,136,63,4.50
20449,136,64,1.30
20450,136,65,0.70
20451,136,66,1.10
20452,136,67,3.40
20453,136,68,4.80
20454,136,69,0.50
20455,136,70,2.60
20456,136,71,0.80
20457,136,72,1.80
20458,136,73,1.20
20459,136,74,4.70
20460,136,75,1.80
20461,136,76,3.60
20462,136,77,3.10
20463,136,78,1.30
20464,136,79,2.00
20465,136,80,3.50
20466,136,81,1.30
20467,136,82,2.60
20468,136,83,2.40
20469,136,84,2.10
20470,136,85,2.60
20471,136,86,2.10
20472,136,87,0.70
20473,136,88,4.50
20474,136,89,2.90
20475,136,90,3.40
20476,136,91,3.90
20477,136,92,4.20
20478,136,93,0.50
20479,136,94,1.70
20480,136,95,3.70
20481,136,96,4.20
20482,136,97,1.00
20483,136,98,1.30
20484,136,99,1.40
20485,136,100,2.30
20486,136,101,4.60
20487,136,102,4.40
20488,136,103,1.10
20489,136,104,3.20
20490,136,105,1.70
20491,136,106,1.30
20492,136,107,4.30
20493,136,108,2.80
20494,136,109,4.20
20495,136,110,4.00
20496,136,111,4.90
20497,136,112,2.20
20498,136,113,1.50
20499,136,114,4.00
20500,136,115,4.10
20501,136,116,1.30
20502,136,117,4.70
20503,136,118,3.00
20504,136,119,3.50
20505,136,120,3.70
20506,136,121,4.60
20507,136,122,3.20
20508,136,123,4.10
20509,136,124,2.40
20510,136,125,2.00
20511,136,126,2.90
20512,136,127,4.20
20513,136,128,0.40
20514,136,129,2.70
20515,136,130,1.10
20516,136,131,3.80
20517,136,132,4.30
20518,136,133,2.30
20519,136,134,1.10
20520,136,120,2.10
20521,136,136,0.70
20522,136,137,0.80
20523,136,138,1.50
20524,136,139,1.40
20525,136,140,3.70
20526,136,141,2.90
20527,136,142,0.30
20528,136,143,4.70
20529,136,144,3.70
20530,136,145,4.30
20531,136,146,3.00
20532,136,147,0.80
20533,136,148,3.10
20534,136,149,4.70
20535,136,150,4.00
20536,136,151,4.50
20537,137,1,5.00
20538,137,2,2.30
20539,137,3,1.50
20540,137,4,3.60
20541,137,5,0.30
20542,137,6,2.50
20543,137,7,0.20
20544,137,8,0.00
20545,137,9,0.30
20546,137,10,2.10
20547,137,11,4.90
20548,137,12,0.30
20549,137,13,3.50
20550,137,14,2.20
20551,137,15,1.60
20552,137,16,5.00
20553,137,17,4.50
20554,137,18,0.20
20555,137,19,2.70
20556,137,20,2.70
20557,137,21,4.30
20558,137,22,4.10
20559,137,23,4.60
20560,137,24,4.60
20561,137,25,4.70
20562,137,26,4.30
20563,137,27,0.00
20564,137,28,0.40
20565,137,29,4.90
20566,137,30,1.30
20567,137,31,4.00
20568,137,32,1.30
20569,137,33,4.80
20570,137,34,2.50
20571,137,35,3.00
20572,137,36,0.40
20573,137,37,4.80
20574,137,38,3.50
20575,137,39,3.60
20576,137,40,4.20
20577,137,41,0.30
20578,137,42,1.90
20579,137,43,0.70
20580,137,44,0.30
20581,137,45,4.30
20582,137,46,0.50
20583,137,47,1.10
20584,137,48,4.90
20585,137,49,4.30
20586,137,50,2.10
20587,137,51,3.60
20588,137,52,1.00
20589,137,53,3.60
20590,137,54,3.00
20591,137,55,1.00
20592,137,56,4.90
20593,137,57,2.40
20594,137,58,0.20
20595,137,59,2.30
20596,137,60,3.20
20597,137,61,3.00
20598,137,62,4.10
20599,137,63,0.50
20600,137,64,4.60
20601,137,65,1.80
20602,137,66,2.80
20603,137,67,2.20
20604,137,68,4.60
20605,137,69,3.40
20606,137,70,4.50
20607,137,71,4.80
20608,137,72,2.90
20609,137,73,2.00
20610,137,74,3.70
20611,137,75,1.50
20612,137,76,0.60
20613,137,77,2.50
20614,137,78,4.70
20615,137,79,0.20
20616,137,80,3.00
20617,137,81,0.10
20618,137,82,4.10
20619,137,83,1.30
20620,137,84,2.80
20621,137,85,1.90
20622,137,86,2.50
20623,137,87,2.80
20624,137,88,2.70
20625,137,89,4.30
20626,137,90,2.60
20627,137,91,0.90
20628,137,92,5.00
20629,137,93,2.90
20630,137,94,2.70
20631,137,95,3.70
20632,137,96,1.60
20633,137,97,2.10
20634,137,98,4.20
20635,137,99,0.60
20636,137,100,4.60
20637,137,101,0.10
20638,137,102,0.20
20639,137,103,2.60
20640,137,104,0.70
20641,137,105,3.10
20642,137,106,2.40
20643,137,107,3.50
20644,137,108,4.80
20645,137,109,1.20
20646,137,110,4.70
20647,137,111,0.40
20648,137,112,4.30
20649,137,113,2.30
20650,137,114,2.10
20651,137,115,4.00
20652,137,116,0.20
20653,137,117,1.10
20654,137,118,1.40
20655,137,119,3.00
20656,137,120,2.80
20657,137,121,0.00
20658,137,122,4.50
20659,137,123,4.00
20660,137,124,2.30
20661,137,125,1.00
20662,137,126,3.80
20663,137,127,3.00
20664,137,128,3.90
20665,137,129,1.30
20666,137,130,3.10
20667,137,131,0.60
20668,137,132,4.70
20669,137,133,2.20
20670,137,134,4.70
20671,137,120,3.70
20672,137,136,2.10
20673,137,137,4.50
20674,137,138,1.40
20675,137,139,4.60
20676,137,140,3.70
20677,137,141,3.20
20678,137,142,4.20
20679,137,143,0.70
20680,137,144,2.20
20681,137,145,5.00
20682,137,146,3.00
20683,137,147,0.80
20684,137,148,4.60
20685,137,149,3.30
20686,137,150,4.10
20687,137,151,1.70
20688,138,1,0.10
20689,138,2,3.90
20690,138,3,1.60
20691,138,4,2.00
20692,138,5,3.10
20693,138,6,2.50
20694,138,7,2.90
20695,138,8,4.10
20696,138,9,3.10
20697,138,10,2.50
20698,138,11,0.40
20699,138,12,0.60
20700,138,13,4.50
20701,138,14,3.60
20702,138,15,1.60
20703,138,16,1.10
20704,138,17,4.40
20705,138,18,3.80
20706,138,19,4.40
20707,138,20,0.10
20708,138,21,2.10
20709,138,22,4.60
20710,138,23,4.30
20711,138,24,0.60
20712,138,25,4.10
20713,138,26,3.90
20714,138,27,4.00
20715,138,28,1.80
20716,138,29,1.10
20717,138,30,4.10
20718,138,31,1.30
20719,138,32,4.30
20720,138,33,3.00
20721,138,34,3.90
20722,138,35,0.00
20723,138,36,3.10
20724,138,37,4.60
20725,138,38,0.30
20726,138,39,3.40
20727,138,40,2.50
20728,138,41,1.70
20729,138,42,0.50
20730,138,43,1.40
20731,138,44,0.50
20732,138,45,3.30
20733,138,46,4.00
20734,138,47,0.60
20735,138,48,2.20
20736,138,49,1.70
20737,138,50,4.30
20738,138,51,3.40
20739,138,52,4.10
20740,138,53,1.70
20741,138,54,4.10
20742,138,55,1.90
20743,138,56,4.30
20744,138,57,3.50
20745,138,58,1.60
20746,138,59,3.80
20747,138,60,0.40
20748,138,61,3.90
20749,138,62,2.50
20750,138,63,2.40
20751,138,64,0.50
20752,138,65,2.80
20753,138,66,1.80
20754,138,67,4.70
20755,138,68,0.20
20756,138,69,1.50
20757,138,70,0.40
20758,138,71,1.40
20759,138,72,3.70
20760,138,73,0.80
20761,138,74,2.40
20762,138,75,2.30
20763,138,76,0.20
20764,138,77,2.20
20765,138,78,4.70
20766,138,79,0.30
20767,138,80,4.60
20768,138,81,0.50
20769,138,82,1.60
20770,138,83,2.50
20771,138,84,2.10
20772,138,85,0.10
20773,138,86,4.30
20774,138,87,1.20
20775,138,88,1.20
20776,138,89,2.40
20777,138,90,3.80
20778,138,91,4.40
20779,138,92,1.10
20780,138,93,3.90
20781,138,94,2.70
20782,138,95,3.70
20783,138,96,0.80
20784,138,97,4.90
20785,138,98,4.70
20786,138,99,4.00
20787,138,100,0.00
20788,138,101,1.00
20789,138,102,3.90
20790,138,103,2.00
20791,138,104,3.80
20792,138,105,3.70
20793,138,106,4.10
20794,138,107,2.80
20795,138,108,2.60
20796,138,109,1.40
20797,138,110,0.70
20798,138,111,2.00
20799,138,112,1.80
20800,138,113,0.80
20801,138,114,0.10
20802,138,115,3.40
20803,138,116,0.20
20804,138,117,1.80
20805,138,118,3.90
20806,138,119,4.90
20807,138,120,2.20
20808,138,121,1.80
20809,138,122,1.40
20810,138,123,4.00
20811,138,124,4.00
20812,138,125,1.70
20813,138,126,1.00
20814,138,127,3.00
20815,138,128,2.80
20816,138,129,1.00
20817,138,130,2.80
20818,138,131,1.20
20819,138,132,2.10
20820,138,133,3.90
20821,138,134,4.30
20822,138,120,1.30
20823,138,136,2.00
20824,138,137,1.30
20825,138,138,3.60
20826,138,139,4.50
20827,138,140,3.70
20828,138,141,4.20
20829,138,142,3.40
20830,138,143,0.10
20831,138,144,1.50
20832,138,145,4.30
20833,138,146,1.60
20834,138,147,2.50
20835,138,148,0.50
20836,138,149,4.50
20837,138,150,1.10
20838,138,151,2.50
20839,139,1,3.30
20840,139,2,1.30
20841,139,3,4.20
20842,139,4,1.60
20843,139,5,0.00
20844,139,6,1.90
20845,139,7,0.20
20846,139,8,0.30
20847,139,9,4.90
20848,139,10,2.50
20849,139,11,3.10
20850,139,12,1.30
20851,139,13,4.90
20852,139,14,1.70
20853,139,15,1.90
20854,139,16,0.70
20855,139,17,4.30
20856,139,18,2.60
20857,139,19,0.20
20858,139,20,1.70
20859,139,21,4.00
20860,139,22,2.10
20861,139,23,0.50
20862,139,24,3.60
20863,139,25,4.00
20864,139,26,3.10
20865,139,27,4.80
20866,139,28,3.10
20867,139,29,2.30
20868,139,30,2.10
20869,139,31,3.40
20870,139,32,4.50
20871,139,33,4.00
20872,139,34,1.50
20873,139,35,1.10
20874,139,36,3.20
20875,139,37,3.50
20876,139,38,4.60
20877,139,39,4.30
20878,139,40,0.30
20879,139,41,0.70
20880,139,42,0.10
20881,139,43,4.80
20882,139,44,4.50
20883,139,45,3.10
20884,139,46,0.70
20885,139,47,4.20
20886,139,48,1.30
20887,139,49,3.00
20888,139,50,3.10
20889,139,51,4.90
20890,139,52,2.20
20891,139,53,0.70
20892,139,54,1.20
20893,139,55,1.40
20894,139,56,3.70
20895,139,57,2.50
20896,139,58,0.60
20897,139,59,0.90
20898,139,60,0.10
20899,139,61,0.20
20900,139,62,4.20
20901,139,63,3.60
20902,139,64,3.10
20903,139,65,3.50
20904,139,66,2.10
20905,139,67,0.70
20906,139,68,2.90
20907,139,69,4.40
20908,139,70,1.60
20909,139,71,4.80
20910,139,72,0.50
20911,139,73,4.40
20912,139,74,4.90
20913,139,75,0.80
20914,139,76,1.50
20915,139,77,0.90
20916,139,78,1.40
20917,139,79,2.20
20918,139,80,0.30
20919,139,81,3.00
20920,139,82,2.80
20921,139,83,2.30
20922,139,84,0.00
20923,139,85,1.60
20924,139,86,0.20
20925,139,87,4.10
20926,139,88,2.80
20927,139,89,4.30
20928,139,90,2.40
20929,139,91,1.30
20930,139,92,4.80
20931,139,93,2.90
20932,139,94,1.30
20933,139,95,2.00
20934,139,96,3.60
20935,139,97,1.90
20936,139,98,1.10
20937,139,99,4.20
20938,139,100,1.70
20939,139,101,3.50
20940,139,102,0.30
20941,139,103,3.40
20942,139,104,1.00
20943,139,105,3.60
20944,139,106,0.50
20945,139,107,0.10
20946,139,108,3.90
20947,139,109,1.70
20948,139,110,4.70
20949,139,111,3.80
20950,139,112,3.50
20951,139,113,4.20
20952,139,114,1.60
20953,139,115,3.50
20954,139,116,4.30
20955,139,117,0.30
20956,139,118,3.70
20957,139,119,3.70
20958,139,120,4.80
20959,139,121,3.70
20960,139,122,4.60
20961,139,123,0.20
20962,139,124,2.50
20963,139,125,3.40
20964,139,126,1.70
20965,139,127,4.60
20966,139,128,3.20
20967,139,129,3.20
20968,139,130,0.70
20969,139,131,3.70
20970,139,132,2.10
20971,139,133,2.10
20972,139,134,2.90
20973,139,120,0.80
20974,139,136,4.90
20975,139,137,1.60
20976,139,138,1.40
20977,139,139,2.20
20978,139,140,2.10
20979,139,141,3.70
20980,139,142,4.40
20981,139,143,2.20
20982,139,144,3.90
20983,139,145,4.50
20984,139,146,0.60
20985,139,147,0.40
20986,139,148,4.40
20987,139,149,1.80
20988,139,150,3.00
20989,139,151,1.40
20990,140,1,1.80
20991,140,2,0.80
20992,140,3,2.70
20993,140,4,4.60
20994,140,5,4.20
20995,140,6,1.20
20996,140,7,4.30
20997,140,8,3.60
20998,140,9,4.40
20999,140,10,4.50
21000,140,11,3.90
21001,140,12,2.40
21002,140,13,3.00
21003,140,14,4.60
21004,140,15,2.20
21005,140,16,1.30
21006,140,17,1.20
21007,140,18,2.50
21008,140,19,2.80
21009,140,20,1.80
21010,140,21,3.00
21011,140,22,2.80
21012,140,23,0.60
21013,140,24,1.90
21014,140,25,1.60
21015,140,26,0.50
21016,140,27,4.30
21017,140,28,1.20
21018,140,29,1.00
21019,140,30,0.30
21020,140,31,1.90
21021,140,32,0.30
21022,140,33,1.50
21023,140,34,1.30
21024,140,35,1.70
21025,140,36,0.10
21026,140,37,1.80
21027,140,38,4.00
21028,140,39,3.00
21029,140,40,2.30
21030,140,41,1.30
21031,140,42,1.70
21032,140,43,2.80
21033,140,44,0.20
21034,140,45,2.60
21035,140,46,1.30
21036,140,47,4.10
21037,140,48,4.80
21038,140,49,2.40
21039,140,50,1.80
21040,140,51,1.50
21041,140,52,0.80
21042,140,53,0.70
21043,140,54,0.10
21044,140,55,4.80
21045,140,56,5.00
21046,140,57,4.90
21047,140,58,2.60
21048,140,59,4.70
21049,140,60,2.30
21050,140,61,4.10
21051,140,62,3.30
21052,140,63,4.90
21053,140,64,2.50
21054,140,65,1.20
21055,140,66,3.50
21056,140,67,3.20
21057,140,68,2.70
21058,140,69,2.90
21059,140,70,2.60
21060,140,71,1.90
21061,140,72,3.40
21062,140,73,0.90
21063,140,74,0.80
21064,140,75,2.80
21065,140,76,1.90
21066,140,77,0.90
21067,140,78,2.60
21068,140,79,0.10
21069,140,80,3.90
21070,140,81,4.50
21071,140,82,3.30
21072,140,83,2.90
21073,140,84,0.40
21074,140,85,1.90
21075,140,86,2.10
21076,140,87,0.70
21077,140,88,4.00
21078,140,89,2.80
21079,140,90,3.10
21080,140,91,0.90
21081,140,92,1.10
21082,140,93,1.30
21083,140,94,0.80
21084,140,95,0.90
21085,140,96,1.90
21086,140,97,3.20
21087,140,98,0.20
21088,140,99,2.60
21089,140,100,2.50
21090,140,101,2.60
21091,140,102,0.80
21092,140,103,2.50
21093,140,104,1.70
21094,140,105,1.50
21095,140,106,1.10
21096,140,107,3.60
21097,140,108,5.00
21098,140,109,4.70
21099,140,110,5.00
21100,140,111,2.50
21101,140,112,2.70
21102,140,113,2.80
21103,140,114,2.50
21104,140,115,5.00
21105,140,116,0.60
21106,140,117,3.20
21107,140,118,1.70
21108,140,119,1.90
21109,140,120,1.20
21110,140,121,4.00
21111,140,122,4.40
21112,140,123,1.00
21113,140,124,0.40
21114,140,125,3.40
21115,140,126,2.00
21116,140,127,3.10
21117,140,128,4.20
21118,140,129,1.50
21119,140,130,3.10
21120,140,131,3.70
21121,140,132,3.10
21122,140,133,1.30
21123,140,134,2.10
21124,140,120,1.20
21125,140,136,4.30
21126,140,137,1.80
21127,140,138,4.10
21128,140,139,0.60
21129,140,140,0.10
21130,140,141,2.90
21131,140,142,2.40
21132,140,143,4.90
21133,140,144,2.00
21134,140,145,4.20
21135,140,146,1.10
21136,140,147,2.30
21137,140,148,5.00
21138,140,149,0.00
21139,140,150,4.80
21140,140,151,4.90
21141,141,1,3.60
21142,141,2,1.00
21143,141,3,3.60
21144,141,4,3.70
21145,141,5,3.90
21146,141,6,0.50
21147,141,7,2.90
21148,141,8,0.90
21149,141,9,2.00
21150,141,10,4.00
21151,141,11,2.70
21152,141,12,3.60
21153,141,13,2.20
21154,141,14,4.10
21155,141,15,2.30
21156,141,16,3.80
21157,141,17,1.20
21158,141,18,1.50
21159,141,19,4.30
21160,141,20,3.40
21161,141,21,1.80
21162,141,22,3.60
21163,141,23,4.60
21164,141,24,4.10
21165,141,25,0.50
21166,141,26,5.00
21167,141,27,2.60
21168,141,28,2.50
21169,141,29,2.30
21170,141,30,0.90
21171,141,31,4.30
21172,141,32,4.80
21173,141,33,4.90
21174,141,34,2.40
21175,141,35,4.10
21176,141,36,2.90
21177,141,37,2.90
21178,141,38,4.70
21179,141,39,4.50
21180,141,40,2.10
21181,141,41,1.90
21182,141,42,1.90
21183,141,43,4.80
21184,141,44,4.50
21185,141,45,4.20
21186,141,46,0.90
21187,141,47,3.60
21188,141,48,0.90
21189,141,49,3.10
21190,141,50,3.00
21191,141,51,0.70
21192,141,52,0.10
21193,141,53,1.40
21194,141,54,2.30
21195,141,55,1.70
21196,141,56,3.80
21197,141,57,2.40
21198,141,58,1.20
21199,141,59,4.20
21200,141,60,3.10
21201,141,61,4.50
21202,141,62,3.80
21203,141,63,4.40
21204,141,64,0.70
21205,141,65,3.20
21206,141,66,4.20
21207,141,67,2.60
21208,141,68,2.20
21209,141,69,4.30
21210,141,70,3.50
21211,141,71,3.10
21212,141,72,2.20
21213,141,73,2.80
21214,141,74,4.80
21215,141,75,2.80
21216,141,76,1.60
21217,141,77,3.00
21218,141,78,3.30
21219,141,79,4.90
21220,141,80,4.40
21221,141,81,4.10
21222,141,82,4.80
21223,141,83,4.70
21224,141,84,2.60
21225,141,85,0.10
21226,141,86,1.50
21227,141,87,4.00
21228,141,88,3.90
21229,141,89,1.20
21230,141,90,4.00
21231,141,91,0.60
21232,141,92,0.20
21233,141,93,0.00
21234,141,94,3.30
21235,141,95,1.70
21236,141,96,3.30
21237,141,97,0.30
21238,141,98,4.40
21239,141,99,2.30
21240,141,100,1.50
21241,141,101,5.00
21242,141,102,0.60
21243,141,103,1.70
21244,141,104,4.40
21245,141,105,0.20
21246,141,106,2.10
21247,141,107,2.10
21248,141,108,1.90
21249,141,109,2.00
21250,141,110,2.40
21251,141,111,3.40
21252,141,112,1.00
21253,141,113,2.10
21254,141,114,0.40
21255,141,115,4.20
21256,141,116,4.20
21257,141,117,4.30
21258,141,118,1.10
21259,141,119,5.00
21260,141,120,1.10
21261,141,121,4.50
21262,141,122,1.90
21263,141,123,2.70
21264,141,124,3.20
21265,141,125,4.60
21266,141,126,4.30
21267,141,127,2.00
21268,141,128,3.50
21269,141,129,1.60
21270,141,130,2.20
21271,141,131,3.60
21272,141,132,4.10
21273,141,133,2.20
21274,141,134,1.60
21275,141,120,2.00
21276,141,136,0.80
21277,141,137,1.90
21278,141,138,1.10
21279,141,139,4.70
21280,141,140,4.70
21281,141,141,4.40
21282,141,142,2.60
21283,141,143,2.20
21284,141,144,0.80
21285,141,145,4.40
21286,141,146,4.00
21287,141,147,4.30
21288,141,148,1.90
21289,141,149,1.40
21290,141,150,0.70
21291,141,151,3.30
21292,142,1,1.10
21293,142,2,0.70
21294,142,3,4.10
21295,142,4,4.00
21296,142,5,0.40
21297,142,6,2.40
21298,142,7,1.20
21299,142,8,4.10
21300,142,9,2.20
21301,142,10,3.10
21302,142,11,4.80
21303,142,12,4.30
21304,142,13,0.70
21305,142,14,0.50
21306,142,15,2.00
21307,142,16,3.40
21308,142,17,0.50
21309,142,18,0.00
21310,142,19,0.50
21311,142,20,1.00
21312,142,21,3.00
21313,142,22,1.00
21314,142,23,2.80
21315,142,24,4.40
21316,142,25,3.40
21317,142,26,0.30
21318,142,27,2.40
21319,142,28,3.90
21320,142,29,1.40
21321,142,30,2.40
21322,142,31,2.70
21323,142,32,2.70
21324,142,33,2.20
21325,142,34,1.40
21326,142,35,0.20
21327,142,36,2.40
21328,142,37,1.60
21329,142,38,3.70
21330,142,39,4.70
21331,142,40,4.50
21332,142,41,1.70
21333,142,42,4.30
21334,142,43,4.30
21335,142,44,2.30
21336,142,45,4.50
21337,142,46,4.60
21338,142,47,0.80
21339,142,48,3.00
21340,142,49,3.00
21341,142,50,3.80
21342,142,51,0.90
21343,142,52,2.10
21344,142,53,1.50
21345,142,54,2.80
21346,142,55,2.20
21347,142,56,3.60
21348,142,57,4.00
21349,142,58,4.10
21350,142,59,2.90
21351,142,60,3.40
21352,142,61,2.40
21353,142,62,0.50
21354,142,63,1.40
21355,142,64,2.70
21356,142,65,4.40
21357,142,66,4.80
21358,142,67,1.10
21359,142,68,3.20
21360,142,69,1.30
21361,142,70,4.20
21362,142,71,3.60
21363,142,72,2.90
21364,142,73,2.30
21365,142,74,1.90
21366,142,75,1.80
21367,142,76,4.30
21368,142,77,2.20
21369,142,78,3.50
21370,142,79,0.70
21371,142,80,1.60
21372,142,81,3.90
21373,142,82,4.60
21374,142,83,1.30
21375,142,84,3.80
21376,142,85,0.90
21377,142,86,1.10
21378,142,87,3.70
21379,142,88,4.90
21380,142,89,1.80
21381,142,90,0.10
21382,142,91,2.60
21383,142,92,4.20
21384,142,93,0.50
21385,142,94,0.90
21386,142,95,4.40
21387,142,96,4.90
21388,142,97,0.10
21389,142,98,1.50
21390,142,99,0.80
21391,142,100,4.00
21392,142,101,3.40
21393,142,102,4.70
21394,142,103,3.40
21395,142,104,4.40
21396,142,105,1.90
21397,142,106,0.70
21398,142,107,2.00
21399,142,108,0.20
21400,142,109,1.80
21401,142,110,1.40
21402,142,111,4.30
21403,142,112,1.40
21404,142,113,0.90
21405,142,114,1.00
21406,142,115,2.00
21407,142,116,1.80
21408,142,117,2.40
21409,142,118,3.00
21410,142,119,2.90
